itype,inclination_degrees,eccentricity_std,period_minutes_std,name_of_satellite_alternate_names,country_org_of_un_registry,country_of_operator_owner,operator_owner,users,purpose,detailed_purpose,class_of_orbit,type_of_orbit,longitude_of_geo_degrees,perigee_km,apogee_km,eccentricity,period_minutes,launch_mass_kg,dry_mass_kg,power_watts,date_of_launch,expected_lifetime_yrs,contractor,country_of_contractor,launch_site,launch_vehicle,cospar_number,norad_number,comments
Low,0.03,-0.16080151238223964,1.2394690535689465,DirecTV-9S,USA,USA,"DirecTV, Inc.",Commercial,Communications,NA,GEO,NA,-101.08,35774,35798,2.846569883290635e-4,1436.1,5500,2364,13900,2006-10-13T00:00:00Z,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2006-043A,29494,"52 Ku-band and 2 Ka-band transponders; direct-to-home, voice, video and internet."
High,51.6,-0.1614184988873223,-0.603663408452352,Diwata-1 (PHL-Microsat-1),Philippines,Philippines,University of the Philippines,Government/Civil,Earth Observation,Meteorology,LEO,Non-Polar Inclined,0,351,354,2.2313127556712533e-4,91.5,50,NA,NA,2016-04-27T00:00:00Z,NA,Philippine Scientific Earth Observation Microsatellite (PHL-Microsat) Program,Philippines,International Space Station,J-SSOD Deployer,1998-067HT,41463,Enable accurate forecasts and weather monitoring that is crucial in agriculture.
High,97.8,-0.14856108867094528,-0.5963983466877284,Diwata-2B,NR (11/18),Japan,"Philippines’ Department of Science and Technology, University of the Philippines Diliman, and Japan’s Hokkaido University and Tohoku University",Civil,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,595,616,0.0015052684395383843,96.8,56,NA,NA,2018-10-29T00:00:00Z,1,PHL Microsat,Philippines,Tanegashima Space Center,H2A,2018-084H,43678,Optical imaging.
High,98.6,-0.14951605497053982,-0.5931085073980875,DLR Tubsat,NR,Germany,Deutsches Zentrum für Luft- und Raumfahrt,Government,Earth Science,NA,LEO,Sun-Synchronous,0,712,732,0.0014100394811054709,99.2,45,NA,120,1999-05-26T00:00:00Z,1,"Institute of Aeronautics and Astronautics, Technical University of Berlin",Germany,Satish Dhawan Space Centre,PSLV C2,1999-029B,25757,Transmits image of its own view; not currently used for scientific mission but operational.
High,98,-0.14436988632750014,-0.5951509492904062,DMC 3-1 (Disaster Monitoring Constellation),United Kingdom,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,636,663,0.0019232139041242254,97.71,447,NA,NA,2015-07-10T00:00:00Z,10,Surrey Satellite Technology Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032A,40715,"Being used commercially, but can provide data for disaster monitoring."
High,98,-0.14436988632750014,-0.5951509492904062,DMC 3-2 (Disaster Monitoring Constellation),United Kingdom,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,636,663,0.0019232139041242254,97.71,447,NA,NA,2015-07-10T00:00:00Z,10,Surrey Satellite Technology Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032B,40716,Second generation.
High,98,-0.14579594916282862,-0.5951783646178199,DMC 3-3 (Disaster Monitoring Constellation),United Kingdom,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,636,661,0.0017810073377502315,97.69,447,NA,NA,2015-07-10T00:00:00Z,10,Surrey Satellite Technology Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032C,40717,Second generation.
High,98.9,-0.15462613217888124,-0.5894074381972416,"DMSP 5D-2 F14 (Defense Meteorological Satellites Program, USA 131)",USA,USA,DoD/NOAA,Military,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,0,842,855,9.004640853362887e-4,101.9,1134,823,900,1997-04-04T00:00:00Z,5,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Titan 2,1997-012A,24753,Near-polar orbits; investigate Earth's environment.
High,98.9,-0.15392545448492184,-0.5895445148343099,"DMSP 5D-3 F15 (Defense Meteorological Satellites Program, USA 147)",USA,USA,DoD/NOAA,Military,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,0,837,851,9.703354588300526e-4,101.8,1152,823,900,1999-12-12T00:00:00Z,5,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Titan 2,1999-067A,25991,Near-polar orbits; investigate Earth's environment. Problem with SSM/1 sensor to track sea ice.
High,98.9,-0.15740371256855815,-0.5894485611883621,"DMSP 5D-3 F16 (Defense Meteorological Satellites Program, USA 172)",USA,USA,DoD/NOAA,Military,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,0,843,852,6.234845860755109e-4,101.87,1154,825,900,2003-10-18T00:00:00Z,5,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Titan 2,2003-048A,28054,Near-polar orbits; investigate Earth's environment.
High,98.79,-0.15462613217888124,-0.5894211458609484,"DMSP 5D-3 F17 (Defense Meteorological Satellites Program, USA 173)",USA,USA,DoD/NOAA,Military,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,0,842,855,9.004640853362887e-4,101.89,1154,825,900,2006-11-04T00:00:00Z,5,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Delta 4,2006-050A,29522,Near-polar orbits; investigate Earth's environment.
High,98.93,-0.15185095642772706,-0.5893526075424143,"DMSP 5D-3 F18 (Defense Meteorological Satellites Program, USA 210)",USA,USA,DoD/NOAA,Military,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,0,842,859,0.0011772037947510561,101.94,1155,825,900,2009-10-18T00:00:00Z,5,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Atlas 5,2009-057A,35951,Near-polar orbits; investigate Earth's environment.
High,97.99,-0.1521674874935376,-0.596179024068419,Dove 1c-1  (0 Flock 1C-1 0903),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,605,621,0.0011456394099957038,96.96,3,NA,NA,2014-06-19T00:00:00Z,NA,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033T,40027,NA
High,97.99,-0.15144857615785137,-0.5961927317321258,Dove 1c-10  (0 Flock 1C-10 090C),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,604,621,0.001217329036877909,96.95,3,NA,NA,2014-06-19T00:00:00Z,NA,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033P,40023,NA
High,97.99,-0.15216913248150574,-0.5961516087410054,Dove 1c-11 (0 Flock 1C-11 090D),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,606,622,0.001145475372279496,96.98,3,NA,NA,2014-06-19T00:00:00Z,NA,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033Z,40033,NA
High,97.99,-0.15073326360881265,-0.5961516087410054,Dove 1c-2  (0 Flock 1C-2 0904),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,605,623,0.001288659793814433,96.98,3,NA,NA,2014-06-19T00:00:00Z,NA,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033V,40029,NA
High,97.99,-0.15217242104462672,-0.596096778086178,Dove 1c-3  (0 Flock 1C-3 0905),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,608,624,0.001145147437732608,97.02,3,NA,NA,2014-06-19T00:00:00Z,NA,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033AH,40041,NA
High,97.99,-0.1528878378403625,-0.5961516087410054,Dove 1c-4  (0 Flock 1C-4 0906),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,607,622,0.0010738062853461235,96.98,3,NA,NA,2014-06-19T00:00:00Z,NA,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033X,40031,NA
High,97.99,-0.15001825825863543,-0.5961104857498848,Dove 1c-5  (0 Flock 1C-5 0907),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,606,625,0.0013599599169708682,97.01,3,NA,NA,2014-06-19T00:00:00Z,NA,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033AE,40038,NA
High,97.99,-0.1528878378403625,-0.5961379010772985,Dove 1c-6  (0 Flock 1C-6 0908),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,607,622,0.0010738062853461235,96.99,3,NA,NA,2014-06-19T00:00:00Z,NA,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033AC,40036,NA
High,97.99,-0.15360356198972672,-0.596179024068419,Dove 1c-7  (0 Flock 1C-7 0909),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,606,620,0.001002434483746241,96.96,3,NA,NA,2014-06-19T00:00:00Z,NA,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033S,40026,NA
High,97.99,-0.15073696324232372,-0.596096778086178,Dove 1c-8  (0 Flock 1C-8 090A),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,607,625,0.001288290867449184,97.02,3,NA,NA,2014-06-19T00:00:00Z,NA,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033AG,40040,NA
High,97.99,-0.152170776998468,-0.5961379010772985,Dove 1c-9  (0 Flock 1C-9 090B),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,607,623,0.001145311381531854,96.99,3,NA,NA,2014-06-19T00:00:00Z,NA,"Planet Labs, Inc.",USA,Dombarovsky Air Base,Dnepr,2014-033AB,40035,NA
High,64.9,-0.15930989383278962,-0.5981803429696172,Dove 2 (0505),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Polar,0,549,555,4.334007512279688e-4,95.5,3,NA,NA,2013-04-19T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz,2013-015C,39132,NA
High,97,-0.15265793890625232,-0.6002364925256427,Dove 2k-1 (0 Flock 2K-1 0F1A),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,461,476,0.0010967317394165387,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AD,42852,NA
High,97,-0.15339039796316456,-0.6002364925256427,Dove 2k-10 (0 Flock 2K-10 0F32),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,461,475,0.0010236911377595789,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BY,42895,NA
High,97,-0.15339039796316456,-0.6002364925256427,Dove 2k-11 (0 Flock 2K-11 0F33),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,461,475,0.0010236911377595789,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BX,42894,NA
High,97,-0.15339039796316456,-0.6002364925256427,Dove 2k-12 (0 Flock 2K-12 0F36),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,461,475,0.0010236911377595789,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BW,42893,NA
High,97,-0.15339039796316456,-0.6002364925256427,Dove 2k-13 (0 Flock 2K-13 0F37),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,461,475,0.0010236911377595789,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BU,42891,NA
High,97,-0.15339039796316456,-0.6002364925256427,Dove 2k-14 (0 Flock 2K-14 0F3B),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,461,475,0.0010236911377595789,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BV,42892,NA
High,97,-0.15339039796316456,-0.6002364925256427,Dove 2k-15 (0 Flock 2K-15 0F3C),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,461,475,0.0010236911377595789,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BT,42890,NA
High,97,-0.15339039796316456,-0.6002364925256427,Dove 2k-16 (0 Flock 2K-16 0F3D),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,461,475,0.0010236911377595789,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BS,42889,NA
High,97,-0.15265633040247803,-0.6002364925256427,Dove 2k-17 (0 Flock 2K-17 0F40),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,460,475,0.0010968921389396709,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BR,42888,NA
High,97,-0.15339039796316456,-0.6002364925256427,Dove 2k-18 (0 Flock 2K-18 0F44),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,461,475,0.0010236911377595789,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BQ,42887,NA
High,97,-0.15265633040247803,-0.6002364925256427,Dove 2k-19 (0 Flock 2K-19 0F46),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,460,475,0.0010968921389396709,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BP,42886,NA
High,97,-0.15265793890625232,-0.6002364925256427,Dove 2k-2 (0 Flock 2K-2 0F1E),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,461,476,0.0010967317394165387,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AE,42853,NA
High,97,-0.15265633040247803,-0.6002364925256427,Dove 2k-20 (0 Flock 2K-20 0F47),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,460,475,0.0010968921389396709,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BN,42885,NA
High,97,-0.15265633040247803,-0.6002364925256427,Dove 2k-21 (0 Flock 2K-21 0F49),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,460,475,0.0010968921389396709,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AM,42860,NA
High,97,-0.15265633040247803,-0.6002364925256427,Dove 2k-22  (0 Flock  2K-22 0F4A),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,460,475,0.0010968921389396709,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AN,42861,NA
High,97,-0.15265633040247803,-0.6002364925256427,Dove 2k-23 (0 Flock 2K-23 0F4B),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,460,475,0.0010968921389396709,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AL,42859,NA
High,97,-0.1526547214281402,-0.6002364925256427,Dove 2k-24 (0 Flock 2K-24 0F4F),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,459,474,0.0010970525853872596,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AJ,42857,NA
High,97,-0.1526547214281402,-0.6002364925256427,Dove 2k-25 (0 Flock 2K-25 0F4D),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,459,474,0.0010970525853872596,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BM,42884,NA
High,97,-0.1526547214281402,-0.6002364925256427,Dove 2k-26 (0 Flock 2K-26 0F53),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,459,474,0.0010970525853872596,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BL,42883,NA
High,97,-0.1526547214281402,-0.6002364925256427,Dove 2k-27 (0 Flock 2K-27 0F54),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,459,474,0.0010970525853872596,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BK,42882,NA
High,97,-0.1526547214281402,-0.6002364925256427,Dove 2k-28 (0 Flock 2K-28 1047),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,459,474,0.0010970525853872596,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BH,42880,NA
High,97,-0.1526547214281402,-0.6002364925256427,Dove 2k-29  (0 Flock 2K-29 1048),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,459,474,0.0010970525853872596,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AY,42871,NA
High,97,-0.15265793890625232,-0.6002364925256427,Dove 2k-3 (0 Flock 2K-3 0F21),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,461,476,0.0010967317394165387,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AB,42850,NA
High,97,-0.1526547214281402,-0.6002364925256427,Dove 2k-30 (0 Flock 2K-30 1049),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,459,474,0.0010970525853872596,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AZ,42872,NA
High,97,-0.1526547214281402,-0.6002364925256427,Dove 2k-31 (0 Flock 2K-31 104A),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,459,474,0.0010970525853872596,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AW,42869,NA
High,97,-0.15118787315681884,-0.6002364925256427,Dove 2k-32 (0 Flock 2K-32  104B),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,458,475,0.001243326263438894,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042AX,42870,NA
High,97,-0.15118787315681884,-0.6002364925256427,Dove 2k-33 (0 Flock 2K-33 104C),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,458,475,0.001243326263438894,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BG,42879,NA
High,97,-0.15118787315681884,-0.6002364925256427,Dove 2k-34 (0 Flock 2K-34 104D),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,458,475,0.001243326263438894,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BF,42878,NA
High,97,-0.15118787315681884,-0.6002364925256427,Dove 2k-35 (0 Flock 2K-35 104E),USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,458,475,0.001243326263438894,94,3,NA,NA,2017-07-14T00:00:00Z,NA,"Planet Labs, Inc.",USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BE,42877,NA
